Duration,Title,Published_date,Views,Likes,Comments,Type
22.0,"O maluco quebrou até a QUINTA PAREDE com esse #Fatality, bicho! 💀🔥#mk1 #mk #mortalkombat1 #ghostface",2024-11-14,5261,604,10,Short
10301.0,"XERO, DE VOLTA PARA O ROUND 2 — #MD3 #197",2024-11-14,25341,1714,16,Live
6381.0,"FERNANDO DIEZ, CEO da LEVIATÁN: o NOVO DESAFIO para 2025 na LTA — #MD3 #196",2024-11-12,19500,1318,30,Live
16.0,"""Eu não sou Goku, nem Vegeta: sou o encarregado de acabar com você!"" 💛🔥#dbz #dbsz",2024-11-12,3195,199,11,Short
10.0,URGENTE 🚨: Foram finalmente traduzidas as palavras incompreensíveis do Mago Davy Jones! 🧙💬,2024-11-12,461480,41722,284,Short
17190.0,"ESPECIAL DEADLOCK, O 1º CAMPEONATO DO BRASIL ft. IGOR 3K, PHOENIX e MUITO MAIS! — #flowgames #MD3",2024-11-12,30278,1441,5,Live
26.0,O time do Flow Games foi de base mais rápido do que a gente esperava no Showmatch de #Deadlock. 💀😅,2024-11-12,3858,210,3,Short
57.0,"HOGWARTS LEGACY 2 JÁ É REALIDADE, MEUS AMIGOS!🪄🧙‍♂️ #hogwartslegacy #harrypotter",2024-11-11,5195,602,6,Short
1452.0,TGS 2024 - POR DENTRO DA MAIOR FEIRA DE GAMES DA ÁSIA! #flowgames,2024-11-09,16208,1388,46,Short
11086.0,GTA 6 vai ser O JOGO MAIS REALISTA da HISTÓRIA e NINTENDO COBRA PALWORLD - #FGN #152,2024-11-09,151419,9685,114,Live
738.0,OS SEGREDOS DO PS5 PRO SÃO REVELADOS! - FGN Direct #003,2024-11-09,19589,2338,77,Short
60.0,"Em dezembro, o poder está nas suas mãos: Quem vai ganhar o Flow Games Awards?! 🎮⚡ #FGA",2024-11-08,4224,659,16,Short
45.0,BREAKING! 🚨: SIMPLESMENTE ANDERSON SILVA SPAWNOU NO FLOW GAMES DE HOJE!!! 🕷️🔥,2024-11-08,6512,740,5,Short
39.0,Precisamos de que revolucione a indústria... precisamos de LEGO DARK SOULS! 🚨🔥 #darksouls #lego,2024-11-08,4921,372,5,Short
57.0,O quão longe os gráficos de videogame podem chegar com a Inteligência Artificial?! 🚨🔥 #gta4 #gta #ai,2024-11-08,5739,427,2,Short
18.0,Aconteceu. 🧙‍♂️ #DeathStranding #xbox,2024-11-07,23769,1926,31,Short
50.0,"DENÚNCIA! 🚨🚨 Um jogador (sai do fake, Micali!) renovou a PS Plus por 24 ANOS! #ps5 #playstation",2024-11-07,6197,496,3,Short
43.0,Call of Duty Black Ops 6 é o MAIOR LANÇAMENTO da HISTÓRIA da franquia! 🚨🔥#codbo6 #codblackops6,2024-11-07,22178,1625,15,Short
6451.0,"JAIME PÁDUA, CEO da FURIA: LoL, conquistas e muito mais — #MD3 #195",2024-11-06,21422,1484,23,Live
11.0,Não existe destruidor de amizades MAIOR do que Mario Party! 💀😂 #supermario #nintendo #marioparty,2024-11-06,3114,270,6,Short
52.0,Silent Hill 2 poderia ser facilmente #GOTY?! 👀🏆 #silenthill2remake #silenthill2,2024-11-06,4766,453,4,Short
13445.0,"O FUTURO da LIGA AMÉRICAS, análise completa do formato e times — #MD3 #194",2024-11-06,85590,3053,41,Live
53.0,Estamos mais próximos do que nunca do SEGUNDO TRAILER DE GTA 6! 🚨🚨 #gta #gtavi #gta6,2024-11-05,9712,813,10,Short
52.0,ALERTA DE JUMPSCARE! 🚨👻 Se liga na ATIVIDADE PARANORMAL que rolou no Flow Games News no #Halloween!,2024-11-05,4692,428,4,Short
9061.0,O JAPÃO DOMINOU o MUNDO dos GAMES esse ano  — #Flowtaku #27,2024-11-05,38725,2638,37,Live
54.0,A #Ubisoft vai conseguir contornar essa crise?! 🚨👀 #ACShadows #AssassinsCreed,2024-11-04,6946,638,10,Short
60.0,"Você já ouviu falar em The Precint, o ""GTA DE POLICIAL""?!🚨👀 #theprecint #gta",2024-11-04,4255,391,1,Short
557.0,"LEGO HORIZON, MARIO & LUIGI BROTHERHOOD E MUITO MAIS NOS LANÇAMENTOS DE NOVEMBRO!",2024-11-04,11946,1307,49,Short
8780.0,Um COMPLETO FIASCO do PLAYSTATION e o jogo NFT da UBISOFT - #FGN #151,2024-11-02,98907,6563,126,Live
673.0,SWITCH 2 QUASE FOI REVELADO! - FGN Direct #002,2024-11-01,10552,1927,65,Short
37.0,Simplesmente Davy Jones: O MAGO DA DEDADA! ☝️⚡ #Nintendo #MarioParty #SuperMarioPartyJamboree,2024-10-31,126643,9760,63,Short
986.0,AS MELHORES RELÍQUIAS DO JAPÃO! #flowgames,2024-10-31,27957,2521,43,Short
7606.0,"WIZER, TOP LANER da PAIN FICA NO BR! — #MD3 #193",2024-10-30,25208,1809,21,Live
39.0,O Mario Party não cansa de ser um DESTRUIDOR DE AMIZADES! 👀💀 #Nintendo #MarioPartyJamboree,2024-10-30,11916,896,11,Short
1120.0,SILENT HILL 2 REMAKE É TUDO ISSO MESMO? ANÁLISE COMPLETA #flowgames,2024-10-30,24933,2475,95,Short
8316.0,"XERO, coach da PAIN GAMING SOLTA O VERBO — #MD3 #192",2024-10-30,29584,2281,39,Live
57.0,Esse comentário da Denuvo é simplesmente INTANKÁVEL! 🚨😳 #pc,2024-10-30,18418,1134,23,Short
4456.0,Gameplay A.I.L.A. JOGO BRASILEIRO DE HORROR DE SOBREVIVÊNCIA — #flowgames,2024-10-30,18566,1814,23,Live
60.0,A diferença da gameplay hoje em dia pro primeiro trailer de #SilentHill2Remake... 👀 #silenthill2,2024-10-29,2797,165,7,Short
55.0,Simplesmente a gameplay do GTA 5 FAKE da Apple Store! 🚨🚨#gtav #gta,2024-10-29,7181,357,1,Short
8576.0,O jogo da DISCÓRDIA do FLOW GAMES: SUPER MARIO PARTY JAMBOREE — #flowgames,2024-10-29,121796,7768,84,Live
11066.0,GTA V FALSIFICADO e UBISOFT tá LASCADA - #FGN #150,2024-10-26,115917,7148,87,Live
469.0,SÉRIE DO GOD OF WAR ESTÁ EM APUROS! - FGN Direct #001,2024-10-26,19327,2793,103,Short
52.0,"ALÔ, POLÍCIA FEDERAL! 🚨🚨 Você conhecia essa lore BIZARRA do Typhlosion em #Pokemon?!",2024-10-25,13624,640,5,Short
60.0,Se liga no que o Phoenix ganhou de #Cyberpunk Edgerunners...! 🔥🎁 #cdprojektred,2024-10-25,4405,521,6,Short
58.0,Em #DragonBallSparkingZero existem animações especiais que recriam cenas do anime! 🔥🐉,2024-10-24,13798,933,13,Short
56.0,Os novos robôs do Elon Musk são simplesmente ASSUSTADORES... 👀🤖 #tesla #robot,2024-10-24,5532,283,6,Short
9541.0,"AOSHI, EX-MAGNÉTICO E O FUTURO — #MD3 #191",2024-10-24,22459,1573,34,Live
56.0,Será que essa série de #GodofWar vai dar bom?! 👀🚨 #gow #gow2018 #amazon,2024-10-23,5915,427,7,Short
60.0,SPIDER MAN 2 NÃO TERÁ DLC! #flowgames #playstation #spiderman2,2024-10-23,6600,829,10,Short
