Duration,Title,Published_date,Views,Likes,Comments,Type
15.0,Bem que ele avisou que seria 3x0! 🤭😂 #corinthians #bahia,2024-12-04,39258,3689,82,Short
78.0,O que esta acontecendo com o ATLÉTICO-MG? 😳 #atleticomineiro #galo #libertadores,2024-12-03,5989,469,11,Live
90.0,A vitória mais ÉPICA da história da LIBERTADORES? 🤔 #botafogo #libertadores,2024-12-03,7961,452,67,Live
108.0,Super Inter?? 👀👀 #flamengo #internacional #brasileirao,2024-12-03,2588,180,0,Live
77.0,O BOTAFOGO tem um BAITA TIME? #botafogo #arturjorge #libertadores,2024-12-03,2146,209,4,Live
102.0,MILITO tem que ser MANDADO EMBORA? 🤔 #gabrielmilito #milito #atleticomg #galo,2024-12-03,6058,430,25,Live
70.0,O GALO ficou em CHOQUE? #atleticomg #galo #botafogo #libertadores,2024-12-02,12583,847,22,Live
76.0,O futebol do BOTAFOGO é IMPRESSIONANTE! 🔥#botafogo #libertadores #atleticomineiro,2024-12-02,5277,478,5,Live
81.0,"MELHORES MOMENTOS DA FINAL DA LIBERTADORES!! 🏆🤩 Se tem CONMEBOL Libertadores, tem Amstel! #publi",2024-12-02,4562,387,2,Live
48.0,A EXPULSÃO do GREGORE condicionou a final da LIBERTADORES? #atleticomg #botafogo #libertadores,2024-12-02,27908,2096,70,Short
8857.0,BOTAFOGO CAMPEÃO DA LIBERTADORES - VARzea,2024-12-02,79155,5892,71,Live
93.0,GABRIEL MILITO foi o principal culpado da final da LIBERTADORES? #milito #atleticomg #botafogo,2024-12-02,7861,615,17,Live
41.0,Acabou o FANTASMA do BOTAFOGUENSE? #botafogo #libertadores #torcida,2024-12-01,27690,1888,27,Short
93.0,JOHN TEXTOR SALVOU O BOTAFOGO? #botafogo #saf #johntextor #libertadores,2024-12-01,11780,851,12,Live
52.0,O FUTEBOL CARIOCA está no seu AUGE?#botafogo #flamengo #fluminense #libertadores,2024-12-01,80719,6207,179,Short
33.0,FAZ A FESTA LAION!!!! O PRIMEIRO CAMPEÃO DO BRASILEIRO DE FUTSAL! 🤩🏆 #futsal #fortaleza,2024-12-01,3713,327,9,Short
59.0,DE VIRADA É MAIS GOSTOSO!!!!! O FORTALEZA É CAMPEÃO BRASILEIRO DE FUTSAL! 🏆 #futsal,2024-12-01,3431,255,4,Short
10526.0,FORTALEZA x APODI - AO VIVO E COM IMAGENS - Campeonato Brasileiro de Futsal,2024-12-01,94175,6229,19,Live
66.0,MEU DEUS!!!!!! APODI EMPATOU FALTAND 12s! EMOCIONANTE!😱🤩 #futsal #brasileirof,2024-12-01,1604,125,0,Live
14.0,O IMPOSSÍVEL ACONTECEU! 😳😂 #botafogo #libertadores,2024-12-01,3338,400,9,Short
8.0,CHAMA A AMBULÂNCIA… 🚑🔥#botafogo #atléticomineiro #libertadores,2024-12-01,7850,486,4,Short
59.0,Faltou RAÇA para o Atlético-MG? #atleticomineiro #botafogo #libertadores,2024-11-30,24897,2096,109,Short
77.0,FINAL DE RESPEITO DO BOTAFOGO!! #botafogo #atleticomineiro #libertadores,2024-11-30,7104,843,8,Live
34.0,Botafogo HUMILHOU o Atlético-MG? #atleticomineiro #botafogo #libertadores,2024-11-30,22368,1805,20,Short
9148.0,ATLÉTICO-MG x BOTAFOGO - Final da Copa Libertadores FSC React,2024-11-30,118134,5460,72,Live
43.0,GALO SEM BICO?? 👀 #libertadores #atlericomineiro #botafogo,2024-11-30,4420,412,11,Short
35.0,"QUE JOGÃO, EIN! 🔥🔥 Gol do Vargas no início do segundo tempo!#atleticomineiro #libertadores",2024-11-30,3958,258,4,Short
65.0,BOTAFOGO MUITO SUPERIOR? #botafogo #atleticomineiro #libertadores,2024-11-30,3710,384,2,Live
44.0,QUE LOUCURA EIN!! #botafogo #atleticomineiro #libertadores,2024-11-30,7769,739,11,Short
60.0,O MELHOR TIME DA HISTÓRIA DO BOTAFOGO? 🔥 #botafogo #libertadores #brasileirão,2024-11-30,5971,588,14,Short
49.0,QUAL O TIME PERFEITO DO GALO PARA A FINAL? 🤔🔥 #atleticomineiro #galo #libertadores,2024-11-30,3864,375,20,Short
42.0,"MANO A MANO: FINAL DA LIBERTADORES!! 🏆🔥 Atlético-MG ou Botafogo, quem tem o melhor elenco?? 🤔",2024-11-30,93707,4993,194,Short
110.0,BOTAFOGO é FAVORITO na final da LIBERTADORES? #botafogo #atleticomg #libertadores,2024-11-30,2783,271,2,Live
